iter	Logloss
0	0.5398863416
1	0.4160888862
2	0.3330080994
3	0.2628527528
4	0.2091665219
5	0.1722742341
6	0.1401794668
7	0.115884705
8	0.09690183238
9	0.0794270702
10	0.06551063235
11	0.05652885512
12	0.04886888293
13	0.04308317558
14	0.03650276629
15	0.03232160925
16	0.02917688909
17	0.0269340796
18	0.02373280635
19	0.02229256648
20	0.02022212875
21	0.01890749306
22	0.01751191892
23	0.01646223263
24	0.01552964883
25	0.01489907396
26	0.01386810204
27	0.01315371856
28	0.01259428927
29	0.01207501104
30	0.0115953504
31	0.01116145383
32	0.01070631593
33	0.01041173417
34	0.009861848247
35	0.009506691034
36	0.009241962327
37	0.008868913407
38	0.008551803595
39	0.008244594834
40	0.007970512492
41	0.007708551977
42	0.007425200445
43	0.007101362699
44	0.006987250436
45	0.006829334438
46	0.006591432612
47	0.006465324205
48	0.006335001101
49	0.006204928055
50	0.00596119966
51	0.005792823327
52	0.005668000604
53	0.005558834647
54	0.005396418174
55	0.005252294149
56	0.005099119814
57	0.00499985954
58	0.004903142532
59	0.004769834854
60	0.004598169156
61	0.0045426821
62	0.004468607301
63	0.004373273439
64	0.004312699835
65	0.004206086261
66	0.004142571776
67	0.004094613337
68	0.004037305589
69	0.00399242516
70	0.00392965896
71	0.003879496865
72	0.003825014017
73	0.003745023831
74	0.003670071777
75	0.00362264542
76	0.003526712525
77	0.003480205766
78	0.003446792538
79	0.003404072281
80	0.003355779873
81	0.003315346723
82	0.003292144184
83	0.003242154203
84	0.00320779621
85	0.003165218237
86	0.003122834461
87	0.003065734979
88	0.003047783229
89	0.00300924443
90	0.002972584981
91	0.002911011928
92	0.002880360007
93	0.002820058166
94	0.002789067779
95	0.002756771366
96	0.002734817574
97	0.002712347936
98	0.002672203475
99	0.00263937503
100	0.002612839395
101	0.002573105112
102	0.002559770323
103	0.0025416056
104	0.002513318169
105	0.002489917889
106	0.002464567919
107	0.002429005414
108	0.002392010234
109	0.00237294595
110	0.002348496741
111	0.002329069506
112	0.002302973069
113	0.002300221342
114	0.002283472218
115	0.00225600738
116	0.002232224067
117	0.00220454971
118	0.002178165178
119	0.002159502839
120	0.002152738179
121	0.002146372979
122	0.002124155166
123	0.00210916274
124	0.002099910641
125	0.002084403004
126	0.002072902169
127	0.002062488358
128	0.002047868567
129	0.002036494518
130	0.002012405547
131	0.001993704034
132	0.001971498851
133	0.00195038714
134	0.001931420267
135	0.001911821705
136	0.001891691014
137	0.001875960091
138	0.001865089412
139	0.001847210068
140	0.001832113968
141	0.001821647638
142	0.001800222869
143	0.001797083279
144	0.001775117979
145	0.001762549929
146	0.001749140776
147	0.001734525453
148	0.001723738778
149	0.001708875335
150	0.001695422105
151	0.001689230585
152	0.001684937499
153	0.001676200617
154	0.001660605252
155	0.001651705819
156	0.001647832712
157	0.001641579678
158	0.001624641341
159	0.001618303405
160	0.001608250184
161	0.001601735906
162	0.001597550103
163	0.001593004289
164	0.001583703656
165	0.001574149142
166	0.001564798081
167	0.001553632465
168	0.001553632465
169	0.001548825289
170	0.001543352935
171	0.001531918586
172	0.001527602641
173	0.001512055325
174	0.001495993901
175	0.001486583481
176	0.001467817263
177	0.001467814038
178	0.001457733212
179	0.001447999192
180	0.001444733996
181	0.001444713457
182	0.001435307064
183	0.001425845618
184	0.00141157476
185	0.001405688896
186	0.001399403043
187	0.001399410383
188	0.001395755533
189	0.001389919793
190	0.001384747188
191	0.001372096452
192	0.00136650903
193	0.00136650903
194	0.001354068887
195	0.001354070347
196	0.001347569177
197	0.001343023847
198	0.001329336986
199	0.001321829673
200	0.001314600755
201	0.001300001763
202	0.001299993327
203	0.001289137937
204	0.001281817749
205	0.001278168525
206	0.001273553487
207	0.001267760341
208	0.001267763816
209	0.001267752541
210	0.001263023075
211	0.001251380602
212	0.001240297431
213	0.001240297431
214	0.001234338898
215	0.001228536633
216	0.001215321489
217	0.00120687939
218	0.001206868783
219	0.001202689841
220	0.001199038548
221	0.001199023982
222	0.001199023982
223	0.001185398526
224	0.001185386922
